,CD3D,CD3E,CD8A,CD4,CD2,CD19,MS4A1,CD79A,IGKC,CD14,CD68,CD163,FCGR3A,NKG7,GNLY,KLRD1,FCER1A,CD1C,HLA-DRA,PDCD1,PDL1,CTLA4,LAG3,TIGIT,HAVCR2,BTLA,VISTA,EPCAM,KRT5,KRT8,KRT18,CDH1,MKI67,PCNA,TOP2A,CCNB1,CDC20,ESR1,PGR,ERBB2,EGFR,BRCA1,BRCA2,TP53,ATM,CHEK2,VIM,FN1,CDH2,SNAI1,ZEB1,IFNG,TNF,IL6,IL10,TGFB1,CXCL9,CXCL10,CXCL13,CCL5,GZMA,GZMB,GZMK,PRF1
TCGA-BRCA-T0,12.039021349652886,50.151821463762815,24.75118540318174,18.6941383066393,3.3569989636987705,3.3567703353168414,2.478710148869445,18.089846915839516,9.352657229018117,11.850000493636722,2.166394463993109,30.028459801266496,16.2914363468374,6.864251502987364,3.605431909997307,3.6208913826580567,4.902029835683817,7.951422646886836,6.524296534242693,7.130675910647298,14.356450486797584,4.8028143447280645,7.146186144028827,8.475326618650165,6.8714775028782,14.303488088247295,3.7818868970295223,20.996524790596297,24.15508498357569,8.856149295615353,24.835994371692983,3.4956900158193314,5.9416950323102595,46.631629109097034,52.188824794456416,15.218652582503013,10.086030039562615,2.82221852002005,11.222006104789294,6.640726740683187,3.041217871635589,11.835472281341502,5.3499372144347905,29.004228873930238,4.395662214725489,10.690046388519843,4.988372653260989,7.872887167273829,8.32979038385438,3.635108796063246,29.94245706188981,13.937963017105126,24.44075535433266,20.017215980273573,9.288435299066201,22.39548303415524,2.741243671624925,3.7450775570501396,2.3702557254946557,5.148256694424695,9.905563501530622,7.798725318505909,16.11646292192747,9.294723994358442
TCGA-BRCA-T1,9.947042602013738,16.73610624811619,7.278472217309433,29.307253936620967,2.619806950490472,36.67317071669856,13.835870209932091,3.7723155240470874,2.0442993630074837,15.519174219889008,11.816767259096357,12.445303270303992,13.801716208348108,4.923151186165557,5.551141379329859,2.985200836835597,17.908236573265782,9.810409533698992,5.214550410010408,3.7880167896573944,7.469860204924244,7.719770558209576,18.69450940749289,15.17867230711224,19.458015299212118,7.112529067010478,3.018979148924015,30.484274197698788,33.747069555383554,22.82997490794492,34.53001940098456,7.4465178520822235,15.355503742881739,12.809398714717982,5.360468835861592,2.9133394815349267,5.447071538102754,10.093836407420396,5.019173670360798,7.683497417073521,21.050124238767804,7.867388229832983,10.282819748826725,19.087491475385832,4.078441255339152,2.640834228401411,4.737122431096457,3.4064668680005026,23.239600687044998,15.207096643876556,10.027953524164248,18.412157844166504,15.023751525924451,3.6519638108691126,19.84650724188449,8.200799215729376,15.17878633042853,20.11394119428985,5.061845731346548,2.9327372809908065,7.104240953672576,10.684692312983373,15.63063781311156,27.656139662557997
TCGA-BRCA-T2,5.104646137724759,15.723142390078337,13.104099813780069,8.767510074137368,3.0214431323651745,5.29526863889946,24.904968981529198,5.123070423051795,7.851622446081215,11.712695815046839,5.615795991735698,30.542385106333597,28.256078916331184,7.480735539906464,7.501274227710778,4.863443680632374,4.681997411048654,2.3006758221241803,9.523936567860744,11.382235593955661,3.6342130485647095,6.919511052124433,31.666331413072086,6.286326625704925,3.252246887883758,7.37817687578909,35.95229586092208,12.988606644075071,28.07279018535128,33.809977272310334,12.883997102044503,12.42199142793853,11.419319189700257,19.007052468244797,19.053729579926937,8.13908199961879,6.324808223362694,16.429158353970376,5.094482349339173,3.651456852860452,2.3330380783547615,13.937784045945834,16.318517342673488,5.167269475584706,7.741044676395907,4.054593176439662,10.288994732381536,3.5328337803130703,11.393700220541753,5.911669607848815,24.082750542434457,3.1835553075142315,5.337059471961374,2.9635542802959716,22.68952317720579,18.786669657287952,4.386618960491911,10.630101912351316,15.59587258111377,8.481058885492065,13.051352922327354,7.322524545254838,2.7818091237995257,31.301478702334272
TCGA-BRCA-T3,39.6016164147264,20.04004879224327,11.210697647169859,11.443514237174659,12.355723437816945,20.192778792858018,19.449060555172906,14.108497535447226,10.21848554854164,2.7031338095686723,3.410353717467292,20.305844001420045,9.459951575724716,4.110875267331933,2.8559752114875945,10.713299098321928,2.040595496414376,3.4025265288335924,8.365582769111453,17.12778343985775,15.665297785622984,6.047398407696294,17.945007466782467,6.249885108633671,5.149079271344675,12.978860413326325,10.390190514422144,42.05520939434122,27.292639187055723,23.12079750057063,9.770427106071388,5.66733045765616,9.314242070023637,8.915802851273899,55.57233168628096,5.995099976320191,36.164772957479315,9.978675085891865,14.670602021507198,7.587482595110163,8.88124722113268,11.782934333416934,7.172148953252385,17.81761803065804,4.636618946930104,2.1969318486455087,10.295750290362191,3.5594685617985817,24.568665178186425,26.620499302304186,21.70807907707073,5.698299171978934,2.124618522975555,23.084187658655118,6.4715062164244905,29.20673612897645,28.509883809041643,17.33909613743535,4.790208545377283,5.890335456789549,26.856719829736956,8.573754777168606,3.4857489303660385,13.764843904722733
TCGA-BRCA-T4,46.26940206210563,22.86238396636906,17.661685046534835,6.533422960239843,9.636245724141741,38.88455798277054,3.2073646931381132,7.84396259985203,18.788869103206356,12.80027398682936,11.552595402413385,11.69830044979592,5.563938738519592,8.170745011205142,15.258996058077699,15.29062559269623,18.14360037894332,21.55692769469309,7.72874589546323,11.35421253061439,22.21139918770185,15.596628898653602,17.526607782138203,22.063433699450457,19.658587810774137,5.299859257101234,5.767494309820451,9.77652870537249,23.541452478969823,8.658873875795425,19.278925067277974,8.258356685497008,9.726829244403316,17.510855422046454,5.433650869420644,2.3045079942623152,29.210919173533902,5.572680193661958,3.0871123303794237,7.909228706232125,13.757183523565882,7.431180034299034,14.752196186564928,5.892110289898973,2.424520767282475,8.063271525004168,8.223283541557937,10.116299585636927,12.359684503333474,31.788456069599942,7.81032895384285,5.12015771284783,14.68523183786149,4.526811723489098,6.6238674501864105,2.653641348669359,2.205420876331795,28.299039386148817,16.4621411369205,11.525141862394733,10.310315733581703,6.283678433705305,3.3609659325828334,7.456071869519003
TCGA-BRCA-T5,16.95185972469972,23.807739316651634,21.190855245451978,9.926183920834939,26.784827988450452,12.71213923900181,8.46584385545065,9.56824377629948,6.352302924256411,4.277290338192508,5.520113034584899,13.345454782053706,2.1159846377664344,5.480564706879712,2.376755015620164,2.3326516153383396,17.47362426892527,11.729924893605506,7.142276755303139,4.235483021373759,11.118215589566798,10.697403985132453,5.2823365536027,9.826789575627886,6.066692916665655,9.653779463305076,10.064916288327296,8.834521832369624,16.448912083791107,25.696249906089115,20.589910146940213,17.53079562540351,20.04964669676997,7.489940162742302,6.024554107587372,10.227153176871129,5.376167017343522,9.050779022458325,24.538043643097215,8.854259564620357,5.930405537791258,15.30827157844982,11.129559740510913,12.8881436057632,24.705017169863993,5.903420218801497,27.99273489205403,20.860609470159353,3.7431700875236,2.575073242425256,2.8498026838530417,2.1471191027778698,2.793640093246033,11.190998980617337,2.5907970155714164,5.073257506358948,16.908208320778215,2.188376025445692,15.476244049487669,4.648667734717035,5.5090014379492915,18.31786490127896,9.931193411465763,29.19298976904336
TCGA-BRCA-T6,24.924403681466003,29.404937089909673,9.970007934601078,7.9299994406067045,13.110051168043398,15.153673465947357,39.256039121121844,6.25663483322084,5.721951295693861,13.983636026748696,5.333869367446026,23.36110339519461,17.638713257329993,10.724267313305916,13.118277731963689,13.237063894840137,2.870700150453744,20.627565446941055,7.629659918054035,24.01599069027996,7.6288251139740995,30.105486174551114,8.915861448722055,3.130761679382106,20.86325837569963,2.7658048843878023,5.077229067080311,61.94550289738914,62.14309172187181,23.33595123899475,25.986141447029443,6.760117308982861,9.858318902446758,10.578808683705457,20.628530118999088,13.166702989304618,26.95473582709608,14.470648254789934,2.7650955723225557,7.456396772586848,2.4742536515899025,12.974613156953929,10.825552749872836,26.866186642208014,5.457532955743081,2.996047820419607,3.234461236336955,13.46744437663275,9.703245437984279,2.8528696979630834,2.702844173348841,11.657667773224798,2.604368716206377,15.80148683046865,11.79999802504004,2.6787900046424964,2.7092309422224536,36.52366849646474,5.750700660418317,5.704442083802499,24.106904839392126,39.305974455558925,36.15019151681587,20.798790761396102
TCGA-BRCA-T7,12.080314994286883,6.307909905469359,27.518638106819385,17.260406113422395,6.41626500243979,20.945901403824724,2.943041663775042,7.428040874983634,2.091348715460333,7.05883495666341,2.4636034485274063,3.0119279674493695,3.00020985605965,16.57082063688366,12.964781740771782,9.004430217622948,28.197761672819016,5.7583726233621375,4.69175325936447,27.354030458042757,6.03698481278224,42.63444127502293,3.1467473323076316,45.03032307455378,2.352951988948015,19.74176983328007,8.001146002795123,97.2229149426686,9.37990476718019,22.52797394720028,70.7043539826081,7.923551465448352,18.896796065336623,21.658617333634837,13.485788579477312,9.901393384064177,17.289562065280577,20.51386215586118,2.372091693947848,4.638741807190067,26.03196804688745,27.09675828453486,11.0817526195962,14.679330287389773,4.5989873591610415,3.667233291488516,6.98446879043279,5.487628276933867,9.009949648053144,2.647378275465478,31.31968098018054,36.27092460442031,11.582911055302315,8.14462747529672,4.9630344124348795,15.447257339903974,11.234636669190525,3.419789232803907,21.34640873599302,15.83195609093817,39.90086230040123,19.52324805035361,9.603232156730982,10.500430079117361
TCGA-BRCA-T8,45.48527542320677,35.155885700703806,5.694094079796842,5.40081225299767,5.778782092666103,15.30918178396869,36.91420374576134,3.3040760794758377,9.213793041725886,5.835789598064769,30.0296684350077,16.767305659469077,16.577520371758858,11.588986853677282,6.286679490618792,4.555111137200489,2.4642157107586895,18.003409120026483,15.408939513999384,101.069347173817,71.33848080893199,12.727819111696729,20.58339708247513,37.754060194493235,17.158176117673968,4.273219556649172,6.790614619198916,10.489334197635596,63.44402815595076,24.773258646595128,12.672867057532706,10.910636313386002,18.477386086403,11.207886472159485,6.68754769957857,10.907530268152817,15.284545938604529,13.83845664768412,7.874478883388121,17.29416089046787,8.4220329521719,13.231145809801472,25.927586432297716,10.16647313988117,3.1511036431223918,2.2336401714567575,13.256459621300685,9.747191736485437,11.741322782383012,3.915851947947548,3.1729004098262292,2.11721181012535,5.4534980921205545,9.131179005319556,5.983854940489206,6.60255650262745,20.760492183851532,5.424820915400893,7.772200224578569,14.246973901757613,10.060961575590156,15.677085704237024,17.86512514947445,39.83428498449601
TCGA-BRCA-T9,7.386228189722539,44.174941445631184,15.16254171493296,9.481031815270937,6.91669573896558,33.30922478064473,7.427930341338878,5.188928256803998,10.027890191661276,4.197027741724824,2.6311624398098803,3.103801757699327,3.096147392536057,5.977118818680076,3.1956805285401324,10.192672408606452,3.605970856275853,5.393114526358442,20.167793001026862,10.708573699759125,16.215469003828566,5.269542205358598,5.562611771941141,3.5007265526107836,3.480378752524647,4.612384949049164,3.5584945398648635,9.671946341486617,10.314011842880346,19.117328180576823,12.159659714211738,5.623848924087348,14.800072586000626,21.41440407617559,5.561480221400216,14.851953950608957,18.84031166514215,2.682363443010674,18.545077587904725,22.293548371031424,2.5041826204813074,8.24176843128651,21.409351832266424,18.793572402143084,3.631837056494404,3.8791922494522657,5.702280880194958,7.301300517348915,9.704014672468416,5.682500504002809,6.967128873767341,13.00983152311874,2.2989836185718278,4.327492975059178,11.995934999648206,20.046134034644908,7.734232897667207,8.076236018824552,2.906890708325307,6.745145968668407,13.127281588663479,7.33231363912784,4.509396895028351,9.683979817629664
TCGA-BRCA-T10,5.304130411254718,10.830871418842037,8.563354034354449,10.95123845347974,3.02050482627825,19.696639199544197,9.203190511036478,11.093063663144253,14.45367225902233,7.520291374791081,2.727456756139647,8.16206690635858,9.07138446297099,20.418599785700913,6.520277195063857,3.091877333834498,4.670097442093631,5.608918603796988,10.305796892974893,13.149380654417035,8.282481115821675,54.67434926603775,14.169996101606511,6.249534345081599,2.858744036999095,3.327106340718607,4.258454795161128,11.152967749177293,11.716851418182447,14.040905267878038,11.427243805931965,20.166011594847323,6.170899976288002,15.407772901577838,12.396277790850233,34.30913732812736,6.663582839763668,6.058063949939443,29.91247731301372,18.049952495745238,15.589304272289436,7.982750835335047,6.8739953278648755,16.045595986817837,23.203080759679644,8.509203375237938,8.781820491668693,4.627800246485206,13.739790067296708,3.656623857168567,5.128702504953861,6.433156400558644,7.667879701157588,4.220900668556847,2.9758661771530837,9.545597259434853,4.724506947492334,8.963624546339549,3.3413180221654386,7.24897102422822,13.126566977548933,4.638575817485456,5.283068811043385,5.73219192198318
TCGA-BRCA-T11,5.982083881587873,74.01801967092986,10.836950337791304,29.901059206548478,4.351110674347211,11.153130808162812,13.424529782625669,9.243572753353117,7.102853152362174,6.246062508043022,5.432346413631798,23.220448385766247,16.204856569134385,44.2381166729883,3.0618283346888444,12.50041090768406,24.289018122089924,3.5996464776063815,2.550482539779975,19.216717838263463,13.253125730384037,25.128925695857735,4.806698956970312,22.032601332382416,3.8014381845361838,3.429721591724144,3.4355572524796054,38.33185908615216,27.69584550228744,21.3267672142288,16.000305230205228,18.77762133835466,11.97637849576423,28.745157279872974,13.095848335594326,5.784956526541897,13.696254838594436,4.8691622034451365,13.014218503495515,7.588822525564768,4.113940247976522,27.983398495505835,9.843317423587113,12.842823821777635,20.95596486967701,9.830394430858647,2.994516926862238,24.484933471457673,9.90461543147861,5.262610524410475,3.1998145649314065,14.640011165442136,9.742204060502818,8.099310864392226,19.946426644291563,14.431920109568576,3.315930561010727,4.988500411166404,4.285356948390703,12.898944494947292,4.409290478294055,14.124562676633715,13.49930972687823,29.124008132631253
TCGA-BRCA-T12,11.28011890317639,30.827119453115046,6.75865827648166,33.10615935817532,3.0910370442245667,6.0505170496789145,14.76804290661192,3.2993743193633294,4.0831441795580075,12.248344781159243,12.184769375933557,10.198753669899126,11.472013672700935,13.389629214347657,4.320669594075279,5.393465550346107,3.6032101961322547,21.127009114589214,9.00487243709279,9.146947913748267,10.43889007585396,38.313884843966534,4.997634601542008,13.589335309302648,7.639955526345418,9.562754544024582,2.146209443251978,45.02048340573254,56.41979366044254,22.98887835098116,29.471673329467247,22.45975486276501,22.197564347495256,7.317147127737703,17.021830097935844,9.46576685627212,12.726243054919497,12.667922431067137,23.789415086099797,22.78300970443294,6.794914370428941,6.201787045517841,46.89173989120707,23.25718110818443,3.065167677736507,22.29046352770621,18.315391449814907,7.852411087749194,9.157710294632599,6.073318747272109,2.4505451939463505,5.26611909040593,14.99046328852943,2.037142272530743,5.24571117272135,6.062224758837425,8.167064192991054,22.191403809224333,5.40141688712632,5.4088518876679625,20.050107419986787,11.222533281908072,4.035059789621803,11.227388206913862
TCGA-BRCA-T13,7.277298828970806,7.910817548121451,15.348320642042266,13.143143243840106,21.706341882022503,5.600276664317827,8.951219070282175,10.003126180142784,2.105447558605274,10.714145576287912,3.568469121593986,27.967986178179412,3.287575234481441,10.426013374439282,2.7137075012040253,48.144652921206074,7.580374925265809,9.238554592711566,2.5554564066260332,19.63363506259199,5.827234059003159,30.399778281739565,5.75506593793,5.53884515770579,2.2978747348613773,7.110286346363711,8.656352829409444,9.223404923224816,34.892046684770705,18.86902370528519,21.376837782666744,6.649451774300642,12.1693748178489,16.482288399930248,7.361842094653377,3.6064406896690038,32.705290596145964,25.367293674117484,5.738417499801109,4.525850925541328,10.262586120755657,10.254895676072463,5.257141487326471,6.697836032995106,12.069466078824364,10.605198258540286,2.219758863075521,4.0079437909336395,4.102092631607448,10.915317782622814,2.1592590503371154,2.8794884688109823,14.872147418369932,3.5734216756142825,10.461592711364615,4.176388977671962,2.8379202678789706,4.228956131291579,12.248758504776255,17.48669069963144,25.27901199970677,10.07370987370106,10.82301422723676,6.75272092394777
